100>200,200>300,300>400,400>500,500>600,600>700
0.170716767,0.170332038,0.172472053,,,
0.174358872,0.170746021,0.205796671,,,
0.172085377,0.170744653,0.199533558,,,
0.171650425,0.133577464,0.194650979,,,
0.171511324,0.133560936,0.190353585,,,
0.175206976,0.133692033,0.186237474,,,
0.174769067,0.134640029,0.183083334,,,
0.17463349,0.134046415,0.180150459,,,
0.174814479,0.134703721,0.178133268,,,
0.174654752,0.134428554,0.176157988,,,
0.199606742,0.134124963,0.160416116,,,
0.198277244,0.134649905,0.157217191,,,
0.199973188,0.134865944,0.154404044,,,
0.142929431,0.14856447,0.151707569,,,
0.143697139,0.146798069,0.149287037,,,
0.143240062,0.147099576,0.147174816,,,
0.143503402,0.146231454,0.145429619,,,
0.144641279,0.145637003,0.143910183,,,
0.143487633,0.145241898,0.142710916,,,
0.145386333,0.144746442,0.141618193,,,
0.143687614,0.143683135,,,,
0.144603274,0.14356054,,,,
0.144528724,0.143128228,,,,
0.191607746,0.135297153,,,,
0.19206319,0.134757601,,,,
0.192355075,0.135100183,,,,
0.193153647,0.135670519,,,,
0.193731774,0.136080697,,,,
0.194617568,0.134450807,,,,
0.195474468,0.135772942,,,,
,0.135891651,,,,
,0.136253457,,,,
,0.136033604,,,,
